2026-03-18 13:38:48.201 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:02:01.875 | INFO     | __main__:create_random_student_user:81 - Created student doc test_020 → UID NKspButkIqMH6H6HwK2RZ5FogSI2 at (31.328791, 73.005645)
2026-03-18 21:06:50.030 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:07:01.722 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: 2PaGDZNTgNXOnEGXYo1Lis8jUPh1 | supervisor1@aismarttransport.pk | pass: pTEE39jjKxWW
2026-03-18 21:07:02.278 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc 2PaGDZNTgNXOnEGXYo1Lis8jUPh1
2026-03-18 21:07:03.710 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: eQqKisNYhFNhV6Y5Z92EBcuKzmQ2 | supervisor2@aismarttransport.pk | pass: nPpm6D8a9VIc
2026-03-18 21:07:04.253 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc eQqKisNYhFNhV6Y5Z92EBcuKzmQ2
2026-03-18 21:07:05.884 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: d9HGfS9WCPes6ipw54sNiJHgtPg2 | supervisor3@aismarttransport.pk | pass: qzJIdIi402Ip
2026-03-18 21:07:08.753 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc d9HGfS9WCPes6ipw54sNiJHgtPg2
2026-03-18 21:07:10.667 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: 24krPfvNOfcw9C7HB7AUTC0XtGy2 | supervisor4@aismarttransport.pk | pass: 46NEm%!xr3wK
2026-03-18 21:07:11.226 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc 24krPfvNOfcw9C7HB7AUTC0XtGy2
2026-03-18 21:07:13.214 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: 4YelFQ3mFZPyq0wSm99SqWAz8dr1 | supervisor5@aismarttransport.pk | pass: qKr5tkbnglUm
2026-03-18 21:07:13.796 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc 4YelFQ3mFZPyq0wSm99SqWAz8dr1
2026-03-18 21:07:15.810 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: aaTN2pnNlhVj9n2p0uVTffrDf552 | supervisor6@aismarttransport.pk | pass: khVfN$B5Ofk%
2026-03-18 21:07:16.369 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc aaTN2pnNlhVj9n2p0uVTffrDf552
2026-03-18 21:07:17.728 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: OBm3hrXlNSPeU2ObayZhZW5Sae12 | supervisor7@aismarttransport.pk | pass: JP!lkh7wwoV9
2026-03-18 21:07:18.689 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc OBm3hrXlNSPeU2ObayZhZW5Sae12
2026-03-18 21:07:20.020 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: 7u93SSJC1sMh5sLjOBKYXYxVE112 | supervisor8@aismarttransport.pk | pass: KkPkIMhtGW8J
2026-03-18 21:07:20.589 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc 7u93SSJC1sMh5sLjOBKYXYxVE112
2026-03-18 21:07:21.970 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: YPsjtIGNA2XAHLuwotOqxroAaeW2 | supervisor9@aismarttransport.pk | pass: H^$RJq%yH4c3
2026-03-18 21:07:22.901 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc YPsjtIGNA2XAHLuwotOqxroAaeW2
2026-03-18 21:07:24.320 | INFO     | __main__:create_supervisor:49 - Created supervisor auth → UID: IvxrDkCERlbK2xkXJBUsD0Gyc522 | supervisor10@aismarttransport.pk | pass: qIdCUYX8oCJJ
2026-03-18 21:07:24.866 | DEBUG    | __main__:create_supervisor:62 - Stored supervisor user doc IvxrDkCERlbK2xkXJBUsD0Gyc522
2026-03-18 21:07:27.183 | INFO     | __main__:create_bus:92 - Created bus B-27 (WWZ-4428) → supervisor: 4YelFQ3mFZPyq0wSm99SqWAz8dr1
2026-03-18 21:07:28.144 | INFO     | __main__:create_bus:92 - Created bus B-66 (CBY-3056) → supervisor: eQqKisNYhFNhV6Y5Z92EBcuKzmQ2
2026-03-18 21:07:30.219 | INFO     | __main__:create_bus:92 - Created bus B-67 (JZL-4659) → supervisor: 2PaGDZNTgNXOnEGXYo1Lis8jUPh1
2026-03-18 21:07:31.227 | INFO     | __main__:create_bus:92 - Created bus B-49 (FXO-5111) → supervisor: 2PaGDZNTgNXOnEGXYo1Lis8jUPh1
2026-03-18 21:07:31.972 | INFO     | __main__:create_bus:92 - Created bus B-64 (JJL-5660) → supervisor: d9HGfS9WCPes6ipw54sNiJHgtPg2
2026-03-18 21:07:32.712 | INFO     | __main__:create_bus:92 - Created bus B-06 (XQO-9338) → supervisor: IvxrDkCERlbK2xkXJBUsD0Gyc522
2026-03-18 21:07:33.449 | INFO     | __main__:create_bus:92 - Created bus B-72 (RKY-7882) → supervisor: d9HGfS9WCPes6ipw54sNiJHgtPg2
2026-03-18 21:07:34.192 | INFO     | __main__:create_bus:92 - Created bus B-26 (MKS-6479) → supervisor: YPsjtIGNA2XAHLuwotOqxroAaeW2
2026-03-18 21:07:34.940 | INFO     | __main__:create_bus:92 - Created bus B-62 (CBY-8800) → supervisor: d9HGfS9WCPes6ipw54sNiJHgtPg2
2026-03-18 21:07:35.681 | INFO     | __main__:create_bus:92 - Created bus B-61 (HFV-0409) → supervisor: eQqKisNYhFNhV6Y5Z92EBcuKzmQ2
2026-03-18 21:28:49.409 | INFO     | database.firebase:<module>:12 - Firebase Admin SDK initialized successfully
2026-03-18 21:29:10.454 | INFO     | __main__:create_random_student_user:48 - Created Auth user: kJLLuFMgJZa71FH99zTuxb9tOyb2 | test.student1@cfd.nu.edu.pk | password: HWTu@bx0VQ3L (for testing)
2026-03-18 21:29:10.990 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-001 → UID kJLLuFMgJZa71FH99zTuxb9tOyb2 at (31.303587, 73.035607)
2026-03-18 21:29:12.176 | INFO     | __main__:create_random_student_user:48 - Created Auth user: g33hWGTN4dg3w3REhEuAOLC4o0P2 | test.student2@cfd.nu.edu.pk | password: K1FIw7aiHUOR (for testing)
2026-03-18 21:29:12.714 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-002 → UID g33hWGTN4dg3w3REhEuAOLC4o0P2 at (31.524894, 73.099114)
2026-03-18 21:29:13.891 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 0r4jEB0yWacuPan0i8lnfDsY6Tf1 | test.student3@cfd.nu.edu.pk | password: ZFg6l^Yj9N0o (for testing)
2026-03-18 21:29:16.755 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-003 → UID 0r4jEB0yWacuPan0i8lnfDsY6Tf1 at (31.507881, 73.115833)
2026-03-18 21:29:17.907 | INFO     | __main__:create_random_student_user:48 - Created Auth user: TnAWDI9R3oZaziUIJhCa0qgLnXo1 | test.student4@cfd.nu.edu.pk | password: Xdp5pqswlPyM (for testing)
2026-03-18 21:29:18.470 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-004 → UID TnAWDI9R3oZaziUIJhCa0qgLnXo1 at (31.549098, 73.077468)
2026-03-18 21:29:20.010 | INFO     | __main__:create_random_student_user:48 - Created Auth user: Tb2j04fUNDRIZOnHXJ5tPkQ3Xfz2 | test.student5@cfd.nu.edu.pk | password: hvP^dl1GmSJ7 (for testing)
2026-03-18 21:29:20.759 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-005 → UID Tb2j04fUNDRIZOnHXJ5tPkQ3Xfz2 at (31.481155, 73.030430)
2026-03-18 21:29:21.941 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 2QwfEzCFEyU5z8qHwrj9T1VTEPp1 | test.student6@cfd.nu.edu.pk | password: bUNKgBys5q%& (for testing)
2026-03-18 21:29:22.907 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-006 → UID 2QwfEzCFEyU5z8qHwrj9T1VTEPp1 at (31.494316, 73.163514)
2026-03-18 21:29:24.085 | INFO     | __main__:create_random_student_user:48 - Created Auth user: Mdxca03aeeTbJQgq3pPaV636izG2 | test.student7@cfd.nu.edu.pk | password: MqvoOWSvVv2B (for testing)
2026-03-18 21:29:24.837 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-007 → UID Mdxca03aeeTbJQgq3pPaV636izG2 at (31.480852, 73.105784)
2026-03-18 21:29:25.974 | INFO     | __main__:create_random_student_user:48 - Created Auth user: qE2S0iKPBHUoAs4synmFPZaLXVw1 | test.student8@cfd.nu.edu.pk | password: 5Ue1#uWl@ZMp (for testing)
2026-03-18 21:29:26.951 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-008 → UID qE2S0iKPBHUoAs4synmFPZaLXVw1 at (31.377164, 73.011799)
2026-03-18 21:29:28.133 | INFO     | __main__:create_random_student_user:48 - Created Auth user: R149BaELUsVsnW8zXO8rDiOTeDI3 | test.student9@cfd.nu.edu.pk | password: cSfNhm1hjIy2 (for testing)
2026-03-18 21:29:28.675 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-009 → UID R149BaELUsVsnW8zXO8rDiOTeDI3 at (31.496401, 73.196173)
2026-03-18 21:29:29.816 | INFO     | __main__:create_random_student_user:48 - Created Auth user: gh5071LcCWQ60iTAkvqOz725w7y1 | test.student10@cfd.nu.edu.pk | password: flgAEexpF5zk (for testing)
2026-03-18 21:29:30.377 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-010 → UID gh5071LcCWQ60iTAkvqOz725w7y1 at (31.441427, 73.169116)
2026-03-18 21:29:31.519 | INFO     | __main__:create_random_student_user:48 - Created Auth user: obz6kuQzPRf4nOgNIl5F316jQK22 | test.student11@cfd.nu.edu.pk | password: j*KHI8FRg3qx (for testing)
2026-03-18 21:29:32.064 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-011 → UID obz6kuQzPRf4nOgNIl5F316jQK22 at (31.499069, 73.069719)
2026-03-18 21:29:33.207 | INFO     | __main__:create_random_student_user:48 - Created Auth user: Z7xpSy6qiDVTWN11YWe6R1VbxOL2 | test.student12@cfd.nu.edu.pk | password: CDtBJ^Ly6uIQ (for testing)
2026-03-18 21:29:33.748 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-012 → UID Z7xpSy6qiDVTWN11YWe6R1VbxOL2 at (31.421609, 73.004549)
2026-03-18 21:29:34.868 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 2SrNxYRMERZ4ZvFTEBn5mfBpkAp1 | test.student13@cfd.nu.edu.pk | password: *czu^BjB^$4F (for testing)
2026-03-18 21:29:35.436 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-013 → UID 2SrNxYRMERZ4ZvFTEBn5mfBpkAp1 at (31.395484, 73.177681)
2026-03-18 21:29:37.196 | INFO     | __main__:create_random_student_user:48 - Created Auth user: l654odHMPWQDD1JlnXL5Resyso83 | test.student14@cfd.nu.edu.pk | password: VNhSxRRyTZEF (for testing)
2026-03-18 21:29:37.735 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-014 → UID l654odHMPWQDD1JlnXL5Resyso83 at (31.311825, 73.090931)
2026-03-18 21:29:38.903 | INFO     | __main__:create_random_student_user:48 - Created Auth user: yJBi5uziuzVmjGGegHWMAgcfwgV2 | test.student15@cfd.nu.edu.pk | password: yB6W&95qRNXC (for testing)
2026-03-18 21:29:39.465 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-015 → UID yJBi5uziuzVmjGGegHWMAgcfwgV2 at (31.369780, 73.077996)
2026-03-18 21:29:40.708 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 7ZXsHkhmxZd4RCfbXPmJ8aVbIF23 | test.student16@cfd.nu.edu.pk | password: dfK*!4JtWonW (for testing)
2026-03-18 21:29:43.566 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-016 → UID 7ZXsHkhmxZd4RCfbXPmJ8aVbIF23 at (31.407298, 73.054679)
2026-03-18 21:29:44.719 | INFO     | __main__:create_random_student_user:48 - Created Auth user: XGnJI3CUgcTFnyCnYpVMwLfEndt1 | test.student17@cfd.nu.edu.pk | password: Y8zYx@&rABTN (for testing)
2026-03-18 21:29:45.287 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-017 → UID XGnJI3CUgcTFnyCnYpVMwLfEndt1 at (31.445629, 73.012524)
2026-03-18 21:29:46.425 | INFO     | __main__:create_random_student_user:48 - Created Auth user: ZAY56jw2Ezb3ht5mnQIMbCN8UNZ2 | test.student18@cfd.nu.edu.pk | password: jlyRyuOi1a*B (for testing)
2026-03-18 21:29:47.607 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-018 → UID ZAY56jw2Ezb3ht5mnQIMbCN8UNZ2 at (31.456978, 73.190671)
2026-03-18 21:29:48.776 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 2e6KdwORm3XjhL5DVh5L1pvnnJJ3 | test.student19@cfd.nu.edu.pk | password: $ShfhAJJRsoq (for testing)
2026-03-18 21:29:49.334 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-019 → UID 2e6KdwORm3XjhL5DVh5L1pvnnJJ3 at (31.490988, 73.048200)
2026-03-18 21:29:50.528 | INFO     | __main__:create_random_student_user:48 - Created Auth user: 4RlK10FLFJQiaoeizaDS4u9EuNJ2 | test.student20@cfd.nu.edu.pk | password: NaRtnGD9c^fh (for testing)
2026-03-18 21:29:51.640 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-020 → UID 4RlK10FLFJQiaoeizaDS4u9EuNJ2 at (31.326861, 73.122787)
2026-03-18 21:29:52.855 | INFO     | __main__:create_random_student_user:48 - Created Auth user: BvxabbIwdHgfXMW5d7xGdX1paNh2 | test.student21@cfd.nu.edu.pk | password: ZA#k4CD6i8W% (for testing)
2026-03-18 21:29:53.863 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-021 → UID BvxabbIwdHgfXMW5d7xGdX1paNh2 at (31.511540, 73.190869)
2026-03-18 21:29:54.983 | INFO     | __main__:create_random_student_user:48 - Created Auth user: eT6wnCUyAZcOdRcRyWWQ0pvT3Qx2 | test.student22@cfd.nu.edu.pk | password: uO7kmPOr&ktU (for testing)
2026-03-18 21:29:55.518 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-022 → UID eT6wnCUyAZcOdRcRyWWQ0pvT3Qx2 at (31.492750, 73.033188)
2026-03-18 21:29:56.650 | INFO     | __main__:create_random_student_user:48 - Created Auth user: lpOeuEriVlgj2z8a06LXSyGo15H3 | test.student23@cfd.nu.edu.pk | password: &XNEvhFE&@s^ (for testing)
2026-03-18 21:29:57.182 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-023 → UID lpOeuEriVlgj2z8a06LXSyGo15H3 at (31.358169, 73.158742)
2026-03-18 21:29:58.668 | INFO     | __main__:create_random_student_user:48 - Created Auth user: iS8nXBqm5QdggZsrSbYbBMF49bz1 | test.student24@cfd.nu.edu.pk | password: %a9iGm6rwg9d (for testing)
2026-03-18 21:29:59.211 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-024 → UID iS8nXBqm5QdggZsrSbYbBMF49bz1 at (31.502618, 73.163784)
2026-03-18 21:30:00.377 | INFO     | __main__:create_random_student_user:48 - Created Auth user: OYRZlHlL03UtMvC7am8dnaSMJNr2 | test.student25@cfd.nu.edu.pk | password: f*Nbjp8BuCCG (for testing)
2026-03-18 21:30:01.075 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-025 → UID OYRZlHlL03UtMvC7am8dnaSMJNr2 at (31.388804, 73.106938)
2026-03-18 21:30:02.221 | INFO     | __main__:create_random_student_user:48 - Created Auth user: NXKfQkzcqVPfyYMFnbndMyBoI0A3 | test.student26@cfd.nu.edu.pk | password: O33K6^Qfq^ip (for testing)
2026-03-18 21:30:02.753 | INFO     | __main__:create_random_student_user:69 - Created student doc STUDENT-026 → UID NXKfQkzcqVPfyYMFnbndMyBoI0A3 at (31.491264, 73.034842)
